company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
UPS,Awful,"De kan ikke finde ud af at levere varen til tiden. Den seddel de bør putte i postkassen, hvis man ikke har været hjemme, hvor der står de vil komme igen eller at man skal afhente pakken et sted, den er de virkelig dårlig til at efterlade sig. Jeg har en enkelt gang haft fundet en seddel på vejen uden foran mit hus. Midt på vejen? Og de andre gange har der ikke været nogen.Herudover hader jeg, at når jeg har bestilt en vare og betalt fragt, at det så ikke bliver oplyst at det er UPS der fragter varen og at UPS skal have lige så mange penge for at levere, som man har betalt for varen og fragt tilsammen. Det at man ikke får det oplyst, hverken af hjemmesiden man køber fra eller UPS, det kan da ikke være lovligt.. Jeg havde ikke bestilt noget, hvis jeg havde vidst det ville blive dobbelt så dyrt. Fakturaen fra UPS kommer bare lige pludselig nogle dage senere.. Jeg prøver ALTID at undgå UPS.",1,negative,neutral,0.01,0.721,0.27
PostNord i Danmark,Fantastisk!,"PostNord er fantastisk til pakker!  Altid hurtige og indholdet er altid intakt.Breve er en anden sag.....  Telia angiver at have sendt mig en regning og en rykker, men de nåede aldrig frem.  Jeg endte så hos et inkasso-firma.  500 kroner kostede det, fordi to breve ikke endte i min postkasse, for selvfølgelig har Telia da sendt de to breve til mig.",5,positive,neutral,0.137,0.815,0.048
UPS,Fik skriftlig besked om forsendelse,Fik skriftlig besked om forsendelse - svarede at jeg kun ønskede at modtage forsendelsen såfremt det var omkostningfrit for mig - dagen efter var forsendelsen efterladt uden for min hoveddør??? Nu en måned senere kommer pludselig faktura for håndteringsgebyr - efter flere omstillinger - var det kontante svar - betal eller vi sender den i retten.,1,negative,neutral,0.028,0.885,0.087
PostNord i Danmark,Altid god service,"Altid god service, pakker afleveret hvor det er aftalt. Så super aftale, TAK 💐",5,positive,positive,0.999,0.0,0.001
PostNord i Danmark,Pakken var ødelagt og der manglede en…,Pakken var ødelagt og der manglede en ring. Man kunne have tjekket følgeseddel og varer inden man lukker den med jeres tape. Eller kontaktet afsender firmaet. Det var tydeligt at se at der højest sandsynligt var røget noget ud af æsken.Jeg håber ikke at der bliver problemer med at få det smykke der mangler.,2,negative,negative,0.026,0.01,0.964
PostNord i Danmark,Pakken kom som lovet supert tak,Pakken kom som lovet supert tak,5,positive,positive,0.999,0.0,0.001
UPS,"""Vi har forsøgt at levere varer med…","""Vi har forsøgt at levere varer med ordre...."" løgn og latin. I har ikke været her. Ringede ind til kundeservice, som sagde de ville få pakken leveret. Den er ikke leveret, ringede igen til kundeservice, som siger at når JEG ændre hvor pakken skal leveres tager det yderlige 2-3 dage at få den frem. Top dårlig service, men utrolig flinke og hjælpsomme folk i kundeservice, stakkels dem, med alle de klager de tydeligvis berettiget får.",1,negative,negative,0.001,0.0,0.998
PostNord i Danmark,At alt var som det skulle være 👍,At alt var som det skulle være 👍,5,positive,positive,0.72,0.252,0.028
PostNord i Danmark,Hurtighed,"Jeg bestilte en pakke, i Egtved i går eftermiddag, og fik den leveret allerede her til morgen kl lidt i 10jeg havde ikke regnet med at få den før mandag, så det må siges at være hurtighed ved postnord.",5,positive,neutral,0.039,0.958,0.004
UPS,De har absolut ingen kundeservice,De har absolut ingen kundeservice . Hvis du har mulighed for at vælge andre til at lev dine ting så for alt i verden vælg alle andre de kan umuligt gøre det så dårlig som UPS . Vi afventer en del pakker.vi får lev 1 pakke samme dag hvor vi afventer 3 pakker fra ups vi får mail på de 2 andre pakker at de ikke traf nogen hjemme derfor kan de sidste 2 afhentes i en pakkeshop som iøvrigt intet kender til de 2 pakker og aldrig har været hos dem. Har brugt snart 14 dage med deres kundeservice hvor service er et ord de ikke kender . Får en mail medarbejderen må bruge 5 min på at forklare mig den er CUSTSUCDKDA UPS.COM selv deres mail er totalt håbløs .. GLS POSTNORD DAO hold nu fast jeres service er i top samlinget med ups .,1,negative,neutral,0.035,0.598,0.367
PostNord i Danmark,160 kr. for at betale 31 kr.i moms,"Jeg er ellers virkelig tilfreds med PostNord, som man kan se af mine tidligere anmeldelser. Men min seneste oplevelse er under al kritik:Jeg har købt et par sokker hos Saint Javelin for at støtte Ukraine. De leverer dem desværre fra Canada, hvilket udløser en momsopkrævning; det er selvfølgelig dumt, men jeg kan godt leve med at betale 31 kr. i moms. Hvad jeg derimod nægter at betale er 160 kr. til PostNord for at ""håndtere"" opkrævningen. Det er jo helt hovedløst. Så nu har jeg nægtet modtagelse af pakken, hvilket resulterer i, at den bliver sendt tilbage til Canada.",1,negative,negative,0.001,0.0,0.998
PostNord i Danmark,Hurtigt og brugervenlig info undervejs,Hurtigt og brugervenlig info undervejs,5,positive,positive,0.696,0.3,0.004
PostNord i Danmark,God service,"God service, hurtig levering",5,positive,positive,0.996,0.003,0.001
PostNord i Danmark,Det er meget vanskeligt at få kontakt…,"Det er meget vanskeligt at få kontakt med Pistnord, hvis der opstår uregelmæssigheder, som en robot ikke er kodet ind til at kunne klare. Pakken kom til pakkeudlevering lige da vi var taget på ferie. Og da vi var kommet hjem, var den forsvundet fra pakkeudleveringsstedet, uden at vi kunne få kontakt med Postnord. Mvh Mogens",1,negative,negative,0.005,0.313,0.682
UPS,"""Vi fik ikke fat på dig""","Det var beskeden på deres tracking side. Det er ret underligt, for vi var sådan set hjemme hele dagen. Måske hvis man havde prøvet at bruge ringeklokken?",1,negative,neutral,0.002,0.953,0.045
UPS,Ganske elendig service,"Jeg har bestilt en pakke, som skulle leveres til min arbejdsplads. Her vælger UPS så ikke at afleverer den, da mit navn ikke står registreret på adressen - selvom jeg samtidig har skrevet et firmanavn som modtager.Herefter bliver jeg bedt om at gå ind i ""UPS My Choice"", hvor jeg skal anmode om en ny levering. Når jeg forsøger at gøre dette, får jeg af vide, at jeg skal bekræfte min adresse - hvilket skal ske vha. et brev, som der går 2-5 dage, før jeg modtager.Ganske elendig service",1,negative,negative,0.002,0.005,0.994
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive,positive,0.952,0.044,0.004
FedEx,FedEx fejler endnu en leverance,"Endnu engang blev der ikke leveret som aftalt. Selvom der er betalt for Priority. Pakken skulle leveres fredag, hvor jeg sad hjemme hele dagen og ventede. Der kom ikke nogen opdateringer og her mandag måtte jeg så køre ind til byen fra sommerhuset for igen at vente på levering. Jeg har forsøgt at ringe, men man kan kun tale med en robot, som ikke rigtigt kan løse noget eller komme med brugbare oplysninger. Til sidst fandt jeg et sted, hvor man kan chatte med en medarbejder. Hun var sød og venlig og kunne fortælle mig, at man har glemt at få pakken med ud til levering i dag. Det er helt ufatteligt ringe, at det sker. Hvis det så bare var en enkelt gang, men jeg oplever dette alt for ofte. Nu risikerer jeg at skulle køre ind til byen igen i morgen for at sidde stand by, mens familien holder Påske i sommerhuset. Jeg vil dog prøve at køre til Kastrup og bede om min pakke dér, da den jo alt andet lige må befinde hos dem, når de nu har glemt at få den med ud.",1,negative,neutral,0.042,0.955,0.003
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive,positive,0.952,0.044,0.004
UPS,De sender ikke en notifikation om at pakken er ankommet,"Jeg skulle modtage en pakke men hører intet fra UPS. Tjekker efter lang tid tracking nummeret. Kan se at pakke er ved at blive sendt return til afsender efter 10 dage på UPS access point.Jeg har ikke fået en email om at min pakke skulle være ankommet. Jeg har heller ikke fået en SMS eller en lille seddel i postkassen. Absolut ingen indikation på at min pakke var klar til afhentning. Ringer til UPS og kommer faktisk hurtigt igennem til kundeservice så det giver vel en stjerne. Desværre er der intet medarbejderen kan gøre og det virker ikke som om det er første gang den dag hun skal redegøre for, deres politik om ikke at advisere kunder om at deres pakker er klar til afhentning. Det skal man åbenbart selv holde øje med via deres tracking ""service"" fortæller hun med ligegyldighed i stemmen. Alle andre pakkefirmaer kan finde ud af at sende en mail, sms eller i det mindste lægge en seddel i postkassen hvis de har været forbi. Det er standard etableret praksis. Bare ikke for UPS.",1,negative,neutral,0.024,0.934,0.042
PostNord i Danmark,Jeg fik besked om at den ville blive…,Jeg fik besked om at den ville blive leveret dagen efter afsendelse og igen da den var leveret!Meget hurtigt og effektivt!,4,positive,positive,0.988,0.009,0.003
PostNord i Danmark,Hurtig og god levering,Hurtig og god levering,5,positive,positive,0.994,0.005,0.001
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
PostNord i Danmark,Det fungerer bare så godt.,Det fungerer bare så godt.,5,positive,neutral,0.471,0.526,0.002
UPS,Hurtig levering,Jeg har et par gange privat bestil varer fra et andet firma og det er så blevet sendt gennem UPS. Det har været leveret på 2 dage fra Tyskland og jeg kan følge hvor langt pakken er nået. Det kan ikke gøres bedre.,5,positive,neutral,0.004,0.994,0.002
UPS,Dårlige service og mangler forsat at få leveret min pakke.,"Jeg bestilte en pakke og betalte for ekspreslevering til d. 30 december 2020. Pakken forsøges at leveres, men chaufføren er kørt til forkert adresse og tager pakken med igen. Jeg ringer ind, og bliver lovet levering her mandag d. 4 januar. Igen kører chaufføren til en fejl adresse, selvom den forkerte adresse aldrig har stået i systemet. Chaufføren er blevet bedt om at ringe til mig, når han skulle levere d. 4 januar. Nu står jeg stadig uden pakke og må vente til i morgen og håbe at chaufføren denne gang kan kører til den rigtige adresse. Kundeservice har på ingen måder være behjælpelige, men henviser til at de ikke kan komme i kontakt med chaufføren og at de skal ikke kan gøre andet end at beklage.Det er ganske enkelt det mest useriøse jeg nogensinde har oplevet. Jeg har nu ventet i 6 ekstra dage på en pakke, på grund af fejl begået af UPS, men ingen i kundeservice vil tage ansvar og sikre mig, at jeg modtager pakken. ""De håber på det bedste i morgen""",1,negative,neutral,0.003,0.995,0.002
PostNord i Danmark,Hurtig levering,"Hurtig levering, alt ok",5,positive,positive,0.944,0.052,0.004
PostNord i Danmark,God og hurtig levering lige til døren,"God og hurtig levering lige til døren. Punktlige og afleveret med et smil som altid.Vælger altid postnord frem for andre udbydere til leveringer, hvis muligt.",5,positive,positive,0.997,0.001,0.002
FedEx,Dårligste service og levering jeg nogensinde har oplevet,"Jeg havde ændret leveringsdatoen til en dag, hvor jeg var hjemme. Jeg var hjemme hele dagen, men modtog alligevel en besked om, at pakken ikke kunne leveres til mig.Jeg har haft fat i deres chat 3 gange, hvor første gang beklager de og sender min levering til dagen efter. Ingen opringning, ingen dørklokke og ingen banken på døren. Fuldstændig umuligt at få leveret produktet åbenbart. Tredje chat fortæller mig, at de ikke kan komme ind i bygningen, hvortil jeg svarer at jeg i 2. chat havde fået dem til at skrive til kureren at døren altid er åben, så han kan bare gå ind. Alternativt kunne han ringe på, men de gjorde ikke nogle af delene. Fuldstændig håbløst. I den sidste chat skriver jeg til dem, at jeg ikke er tilfreds med den behandling, som jeg har modtaget hvortil medarbejderen blot slukker for chatten og efterlader mig til en vurdering af deres service? Good job?:))) Jeg ved nu ikke, hvor min pakke befinder sig.Jeg vil sørge for at sikre mig, at jeg ikke bestiller noget, som skal leveres med FedEx igen.",1,negative,neutral,0.009,0.982,0.009
PostNord i Danmark,Uproblematisk og rettidig levering,Uproblematisk og rettidig levering,5,positive,negative,0.001,0.002,0.997
UPS,"Åger, svindel og uprofessionel adfærd","Opdatering:Problemet blev løst efter en veritabel hetz mod deres Facebook side, hvor jeg efter utallige henvendelser fik et andet nummer at ringe til. E-mailen fik jeg aldrig noget svar på. UPS bør skys som pesten!Original anmeldelse:Som så mange andre ofre, har jeg desværre kun dårlige oplevelser med UPS.Jeg fik en pakke fra Storbritannien (værdi kr. 300), og var nødt til at betale ca. 250 kroner for at overhovedet få den udleveret, en sindssyg afgift på 83% af pakkens værdi. Endvidere var det ifølge chaufføren ""umuligt at betale med andet end kontanter"" og ""det var desværre ikke muligt at give en kvittering"", hvilket er faresignaler af den værste slags. Til alt held har denne chauffør været ærlig, fordi nogle uger senere fik jeg en kontantfaktura, hvori det fremgår at jeg har betalt deres ågergebyrer. Cirka en uge senere får jeg en rykker, med tilhørende trussel om inkasso, på at jeg ikke har betalt deres gebyr. Hvis jeg var uenig med dette, var jeg velkommen at sende dem en mail, eller at ringe til deres ""collection afdeling"". Mailen blev ikke svaret på, og nummeret har jeg forgæves ringet til i to dage nu; der er ingen der svarer den telefon. Kundeservice er ikke et begreb der bruges hos UPS.Trustpilot vil gerne have, at der gives konstruktiv feedback; nuvel, her er min: UPS bør på dette tidspunkt lukke deres virksomhed i Danmark, og overdrage deres virke til andre virksomheder. På dette tidspunkt er der desværre intet de kan gøre, for at redde sig ud af den katastrofe de selv har skabt.",1,negative,negative,0.002,0.001,0.998
UPS,UPS er den ringeste virksomhed til at…,"UPS er den ringeste virksomhed til at levere varer. De kom ikke på aftalte tidspunkt. Derefter får jeg en mail, hvor de skriver, at min pakke ligger i en butik 'i nærheden'. Det er dog umuligt at finde ud af, hvilken butik det er.",1,negative,neutral,0.001,0.995,0.004
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
UPS,Mest uduelig fragtfirma,Et mere udueligt fragt firma skal man lede længe efter.. i 3 dage har de (åbenbart) prøvet af aflevere pakken (ingen hjemme ifølge deres app) Vi har været hjemme alle dage..,1,negative,neutral,0.043,0.926,0.031
UPS,Bøvl i Danmark men godt i USA :),"Hurtig levering og overkommelige priser.Men p**** irreterende bøvl når man ikke lige er hjemme, og så skal til at køre til et UPS coustumer center 40 km fra hvor man bor! Vælg post DK istedet.!",2,negative,negative,0.075,0.002,0.924
